,movie,year,pg_rating,imdb_id,runtime,genre,metascore,imdb_rating,votes,gross_us
0,Star Wars: Episode VII - The Force Awakens,2015,PG-13,2488496,138,"Action, Adventure, Sci-Fi",80.0,7.9,850578,936.66
1,Avengers: Endgame,2019,PG-13,4154796,181,"Action, Adventure, Drama",78.0,8.4,778195,858.37
2,Avatar,2009,PG-13,499549,162,"Action, Adventure, Fantasy",83.0,7.8,1108193,760.51
3,Avengers: Infinity War,2018,PG-13,4154756,149,"Action, Adventure, Sci-Fi",68.0,8.4,811508,678.82
4,Titanic,1997,PG-13,120338,194,"Drama, Romance",75.0,7.8,1031584,659.33
5,The Avengers,2012,PG-13,848228,143,"Action, Adventure, Sci-Fi",69.0,8.0,1248818,623.28
6,Incredibles 2,2018,PG,3606756,118,"Animation, Action, Adventure",80.0,7.6,243394,608.58
7,The Dark Knight,2008,PG-13,468569,152,"Action, Crime, Drama",84.0,9.0,2267951,534.86
8,Rogue One: A Star Wars Story,2016,PG-13,3748528,133,"Action, Adventure, Sci-Fi",65.0,7.8,544363,532.18
9,The Dark Knight Rises,2012,PG-13,1345836,164,"Action, Adventure",78.0,8.4,1495610,448.14
10,E.T. the Extra-Terrestrial,1982,PG,83866,115,"Family, Sci-Fi",91.0,7.8,366809,435.11
11,Toy Story 4,2019,G,1979376,100,"Animation, Adventure, Comedy",84.0,7.8,194659,434.04
12,The Lion King,1994,G,110357,88,"Animation, Adventure, Drama",88.0,8.5,927119,422.78
13,Toy Story 3,2010,G,435761,103,"Animation, Adventure, Comedy",92.0,8.3,746762,415.00
14,Captain America: Civil War,2016,PG-13,3498820,147,"Action, Adventure, Sci-Fi",75.0,7.8,651901,408.08
15,Jurassic Park,1993,PG-13,107290,127,"Action, Adventure, Sci-Fi",68.0,8.1,855027,402.45
16,Guardians of the Galaxy Vol. 2,2017,PG-13,3896198,136,"Action, Adventure, Comedy",67.0,7.6,558039,389.81
17,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,1201607,130,"Adventure, Drama, Fantasy",85.0,8.1,751530,381.01
18,Finding Nemo,2003,G,266543,100,"Animation, Adventure, Comedy",90.0,8.1,936586,380.84
19,The Lord of the Rings: The Return of the King,2003,PG-13,167260,201,"Action, Adventure, Drama",94.0,8.9,1619083,377.85
20,Deadpool,2016,R,1431045,108,"Action, Adventure, Comedy",65.0,8.0,889854,363.07
21,Inside Out,2015,PG,2096673,95,"Animation, Adventure, Comedy",94.0,8.1,600760,356.46
22,The Lord of the Rings: The Two Towers,2002,PG-13,167261,179,"Action, Adventure, Drama",87.0,8.7,1463500,342.55
23,Zootopia,2016,PG,2948356,108,"Animation, Adventure, Comedy",78.0,8.0,426153,341.27
24,Joker,2019,R,7286456,122,"Crime, Drama, Thriller",59.0,8.5,892754,335.45
25,Guardians of the Galaxy,2014,PG-13,2015381,121,"Action, Adventure, Comedy",76.0,8.0,1031131,333.18
26,Forrest Gump,1994,PG-13,109830,142,"Drama, Romance",82.0,8.8,1776071,330.25
27,Deadpool 2,2018,R,5463162,119,"Action, Adventure, Comedy",66.0,7.7,467823,324.59
28,Star Wars: Episode IV - A New Hope,1977,PG,76759,121,"Action, Adventure, Fantasy",90.0,8.6,1214246,322.74
29,Iron Man,2008,PG-13,371746,126,"Action, Adventure, Sci-Fi",79.0,7.9,927902,318.41
30,Harry Potter and the Sorcerer's Stone,2001,PG,241527,152,"Adventure, Family, Fantasy",64.0,7.6,640146,317.58
31,The Lord of the Rings: The Fellowship of the Ring,2001,PG-13,120737,178,"Action, Adventure, Drama",92.0,8.8,1634918,315.54
32,Thor: Ragnarok,2017,PG-13,3501632,130,"Action, Adventure, Comedy",74.0,7.9,573712,315.06
33,Star Wars: Episode VI - Return of the Jedi,1983,PG,86190,131,"Action, Adventure, Fantasy",58.0,8.3,936402,309.13
34,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,325980,143,"Action, Adventure, Fantasy",63.0,8.0,1006792,305.41
35,Skyfall,2012,PG-13,1074638,143,"Action, Adventure, Thriller",81.0,7.7,624376,304.36
36,The Hobbit: An Unexpected Journey,2012,PG-13,903624,169,"Adventure, Fantasy",58.0,7.8,749940,303.00
37,Harry Potter and the Half-Blood Prince,2009,PG,417741,153,"Action, Adventure, Family",78.0,7.6,464689,301.96
38,Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,926084,146,"Adventure, Family, Fantasy",65.0,7.7,469398,295.98
39,The Sixth Sense,1999,PG-13,167404,107,"Drama, Mystery, Thriller",64.0,8.1,901613,293.51
40,Up,2009,PG,1049413,96,"Animation, Adventure, Comedy",88.0,8.2,920907,293.00
41,Inception,2010,PG-13,1375666,148,"Action, Adventure, Sci-Fi",74.0,8.8,2030014,292.58
42,Star Wars: Episode V - The Empire Strikes Back,1980,PG,80684,124,"Action, Adventure, Fantasy",82.0,8.7,1142466,290.48
43,Harry Potter and the Goblet of Fire,2005,PG-13,330373,157,"Adventure, Family, Fantasy",81.0,7.7,537798,290.01
44,"Monsters, Inc.",2001,G,198781,92,"Animation, Adventure, Comedy",79.0,8.0,803318,289.92
45,Home Alone,1990,PG,99785,103,"Comedy, Family",63.0,7.6,456106,285.76
46,The Hangover,2009,R,1119646,100,Comedy,73.0,7.7,710544,277.32
47,Gravity,2013,PG-13,1454468,91,"Drama, Sci-Fi, Thriller",96.0,7.7,761095,274.09
48,Shrek,2001,PG,126029,90,"Animation, Adventure, Comedy",84.0,7.8,605664,267.67
49,The Incredibles,2004,PG,317705,115,"Animation, Action, Adventure",90.0,8.0,648383,261.44
50,Jaws,1975,PG,73195,124,"Adventure, Thriller",87.0,8.0,539147,260.00
51,Captain America: The Winter Soldier,2014,PG-13,1843866,136,"Action, Adventure, Sci-Fi",70.0,7.7,725701,259.77
52,The Hobbit: The Desolation of Smaug,2013,PG-13,1170358,161,"Adventure, Fantasy",66.0,7.8,594487,258.37
53,The Lego Movie,2014,PG,1490017,100,"Animation, Action, Adventure",83.0,7.7,321270,257.76
54,Star Trek,2009,PG-13,796366,127,"Action, Adventure, Sci-Fi",82.0,7.9,573927,257.73
55,The Blind Side,2009,PG-13,878804,129,"Biography, Drama, Sport",53.0,7.6,288735,255.96
56,Despicable Me,2010,PG,1323594,95,"Animation, Comedy, Crime",72.0,7.6,494905,251.51
57,Harry Potter and the Prisoner of Azkaban,2004,PG,304141,142,"Adventure, Family, Fantasy",82.0,7.9,541096,249.36
58,Moana,2016,PG,3521164,107,"Animation, Adventure, Comedy",81.0,7.6,265619,248.76
59,Raiders of the Lost Ark,1981,PG,82971,115,"Action, Adventure",85.0,8.4,873066,248.16
60,Toy Story 2,1999,G,120363,92,"Animation, Adventure, Comedy",88.0,7.9,519840,245.85
61,Ghostbusters,1984,PG,87332,105,"Action, Comedy, Fantasy",71.0,7.8,351097,238.63
62,X-Men: Days of Future Past,2014,PG-13,1877832,132,"Action, Adventure, Sci-Fi",75.0,7.9,654101,233.92
63,Cast Away,2000,PG-13,162222,143,"Adventure, Drama, Romance",73.0,7.8,515734,233.63
64,The Exorcist,1973,R,70047,122,Horror,81.0,8.0,358975,232.91
65,Star Trek Into Darkness,2013,PG-13,1408101,132,"Action, Adventure, Sci-Fi",72.0,7.7,460283,228.78
66,The Martian,2015,PG-13,3659388,144,"Adventure, Drama, Sci-Fi",80.0,8.0,748399,228.43
67,The Bourne Ultimatum,2007,PG-13,440963,115,"Action, Mystery, Thriller",85.0,8.0,600279,227.47
68,Logan,2017,R,3315342,137,"Action, Drama, Sci-Fi",77.0,8.1,635788,226.28
69,WALL·E,2008,G,910970,98,"Animation, Adventure, Family",95.0,8.4,984361,223.81
70,Big Hero 6,2014,PG,2245084,102,"Animation, Action, Adventure",74.0,7.8,404822,222.53
71,Mission: Impossible - Fallout,2018,PG-13,4912910,147,"Action, Adventure, Thriller",86.0,7.7,285348,220.16
72,Beauty and the Beast,1991,G,101414,84,"Animation, Family, Fantasy",95.0,8.0,413355,218.97
73,How to Train Your Dragon,2010,PG,892769,98,"Animation, Action, Adventure",75.0,8.1,657573,217.58
74,Aladdin,1992,G,103639,90,"Animation, Adventure, Comedy",86.0,8.0,369216,217.35
75,Saving Private Ryan,1998,R,120815,169,"Drama, War",91.0,8.6,1216733,216.54
76,Bohemian Rhapsody,2018,PG-13,1727824,134,"Biography, Drama, Music",49.0,8.0,439899,216.43
77,A Star Is Born,2018,R,1517451,136,"Drama, Music, Romance",88.0,7.6,325009,215.29
78,300,2006,R,416449,117,"Action, Drama",52.0,7.6,726402,210.61
79,Back to the Future,1985,PG,88763,116,"Adventure, Comedy, Sci-Fi",87.0,8.5,1040190,210.61
80,Coco,2017,PG,2380307,105,"Animation, Adventure, Family",81.0,8.4,363644,209.73
81,Sherlock Holmes,2009,PG-13,988045,128,"Action, Adventure, Mystery",57.0,7.6,577779,209.03
82,Dawn of the Planet of the Apes,2014,PG-13,2103281,130,"Action, Adventure, Drama",79.0,7.6,408648,208.55
83,Batman Begins,2005,PG-13,372784,140,"Action, Adventure",70.0,8.2,1290907,206.85
84,Ratatouille,2007,G,382932,111,"Animation, Adventure, Comedy",96.0,8.0,630987,206.45
85,Terminator 2: Judgment Day,1991,R,103064,137,"Action, Sci-Fi",75.0,8.5,983558,204.84
86,Tangled,2010,PG,398286,100,"Animation, Adventure, Comedy",71.0,7.7,399936,200.82
87,Gone with the Wind,1939,Passed,31381,238,"Drama, History, Romance",97.0,8.1,286367,198.68
88,Indiana Jones and the Last Crusade,1989,PG-13,97576,127,"Action, Adventure",65.0,8.2,683327,197.17
89,Toy Story,1995,G,114709,81,"Animation, Adventure, Comedy",95.0,8.3,873674,191.80
90,Spider-Man: Into the Spider-Verse,2018,PG,4633694,117,"Animation, Action, Adventure",87.0,8.4,350435,190.24
91,Wreck-It Ralph,2012,PG,1772341,101,"Animation, Adventure, Comedy",72.0,7.7,374827,189.42
92,Dunkirk,2017,PG-13,5013056,106,"Action, Drama, History",94.0,7.9,541523,188.37
93,Interstellar,2014,PG-13,816692,169,"Adventure, Drama, Sci-Fi",74.0,8.6,1475731,188.02
94,Gladiator,2000,R,172495,155,"Action, Adventure, Drama",67.0,8.5,1321231,187.71
95,Snow White and the Seven Dwarfs,1937,Approved,29583,83,"Animation, Family, Fantasy",95.0,7.6,179009,184.93
96,Dances with Wolves,1990,PG-13,99348,181,"Adventure, Drama, Western",72.0,8.0,237023,184.21
97,The Fugitive,1993,PG-13,106977,130,"Action, Crime, Drama",87.0,7.8,264192,183.88
98,The Revenant,2015,R,1663202,156,"Action, Adventure, Drama",76.0,8.0,692566,183.64
99,Ocean's Eleven,2001,PG-13,240772,116,"Crime, Thriller",74.0,7.7,508939,183.42
100,Indiana Jones and the Temple of Doom,1984,PG,87469,118,"Action, Adventure",57.0,7.6,442660,179.87
101,Rain Man,1988,R,95953,133,Drama,65.0,8.0,468137,178.80
102,How to Train Your Dragon 2,2014,PG,1646971,102,"Animation, Action, Adventure",76.0,7.8,301278,177.00
103,The Bourne Supremacy,2004,PG-13,372183,108,"Action, Mystery, Thriller",73.0,7.7,430155,176.24
104,Get Out,2017,R,5052448,104,"Horror, Mystery, Thriller",85.0,7.7,481538,176.04
105,Apollo 13,1995,PG,112384,140,"Adventure, Drama, History",77.0,7.6,264577,173.84
106,The Matrix,1999,R,133093,136,"Action, Sci-Fi",73.0,8.7,1649466,171.48
107,True Grit,2010,PG-13,1403865,110,"Drama, Western",80.0,7.6,307815,171.24
108,A Beautiful Mind,2001,PG-13,268978,135,"Biography, Drama",72.0,8.2,836129,170.74
109,The Help,2011,PG-13,1454029,146,Drama,62.0,8.0,423000,169.71
110,Hidden Figures,2016,PG,4846340,127,"Biography, Drama, History",74.0,7.8,196404,169.61
111,Gone Girl,2014,R,2267998,149,"Drama, Mystery, Thriller",79.0,8.1,843655,167.77
112,Casino Royale,2006,PG-13,381061,144,"Action, Adventure, Thriller",80.0,8.0,575272,167.45
113,Knives Out,2019,PG-13,8946378,130,"Comedy, Crime, Drama",82.0,7.9,413276,165.36
114,Catch Me If You Can,2002,PG-13,264464,141,"Biography, Crime, Drama",75.0,8.1,812333,164.62
115,The Pursuit of Happyness,2006,PG-13,454921,117,"Biography, Drama",64.0,8.0,441717,163.57
116,The Sound of Music,1965,G,59742,172,"Biography, Drama, Family",63.0,8.0,200307,163.21
117,Django Unchained,2012,R,1853728,165,"Drama, Western",81.0,8.4,1333694,162.81
118,Straight Outta Compton,2015,R,1398426,147,"Biography, Drama, History",72.0,7.8,177400,161.20
119,The Sting,1973,PG,70735,129,"Comedy, Crime, Drama",83.0,8.3,238488,159.60
120,1917,2019,R,8579674,119,"Drama, War",78.0,8.3,387826,159.23
121,Who Framed Roger Rabbit,1988,PG,96438,104,"Animation, Adventure, Comedy",83.0,7.7,179973,156.45
122,Mad Max: Fury Road,2015,R,1392190,120,"Action, Adventure, Sci-Fi",90.0,8.1,866499,154.06
123,La La Land,2016,PG-13,3783958,128,"Comedy, Drama, Music",94.0,8.0,494458,151.10
124,As Good as It Gets,1997,PG-13,119822,139,"Comedy, Drama, Romance",67.0,7.7,272005,148.48
125,Gran Torino,2008,R,1205489,116,Drama,72.0,8.1,712886,148.10
126,X: First Class,2011,PG-13,1270798,131,"Action, Adventure, Sci-Fi",65.0,7.7,640406,146.41
127,Taken,2008,PG-13,936501,90,"Action, Thriller",51.0,7.8,560762,145.00
128,Once Upon a Time... In Hollywood,2019,R,7131622,161,"Comedy, Drama",83.0,7.6,527162,142.50
129,The Jungle Book,1967,G,61852,78,"Animation, Adventure, Family",65.0,7.6,164033,141.84
130,A Few Good Men,1992,R,104257,138,"Drama, Thriller",62.0,7.7,232028,141.34
131,Slumdog Millionaire,2008,R,1010048,120,"Drama, Romance",84.0,8.0,790987,141.32
132,The King's Speech,2010,R,1504320,118,"Biography, Drama, History",88.0,8.0,632471,138.80
133,Platoon,1986,R,91763,120,"Drama, War",92.0,8.1,376484,138.53
134,Good Will Hunting,1997,R,119217,126,"Drama, Romance",70.0,8.3,847204,138.43
135,The Green Mile,1999,R,120689,189,"Crime, Drama, Fantasy",61.0,8.6,1126765,136.80
136,Argo,2012,R,1024648,120,"Biography, Drama, Thriller",86.0,7.7,566774,136.03
137,The Godfather,1972,R,68646,175,"Crime, Drama",100.0,9.2,1590465,134.97
138,Wonder,2017,PG,2543472,113,"Drama, Family",66.0,8.0,137284,132.42
139,The Departed,2006,R,407887,151,"Crime, Drama, Thriller",85.0,8.5,1171476,132.38
140,Silver Linings Playbook,2012,R,1045658,122,"Comedy, Drama, Romance",81.0,7.7,655004,132.09
141,Close Encounters of the Third Kind,1977,PG,75860,138,"Drama, Sci-Fi",90.0,7.6,182366,132.09
142,Minority Report,2002,PG-13,181689,145,"Action, Crime, Mystery",80.0,7.6,502780,132.07
143,The Silence of the Lambs,1991,R,102926,118,"Crime, Drama, Thriller",85.0,8.6,1249908,130.74
144,American Gangster,2007,R,765429,157,"Biography, Crime, Drama",76.0,7.8,386679,130.16
145,American Beauty,1999,R,169547,122,Drama,84.0,8.3,1057433,130.10
146,Kingsman: The Secret Service,2014,R,2802144,129,"Action, Adventure, Comedy",60.0,7.7,583972,128.26
147,"Crouching Tiger, Hidden Dragon",2000,PG-13,190332,120,"Action, Adventure, Fantasy",94.0,7.8,250921,128.08
148,Shutter Island,2010,R,1130884,138,"Mystery, Thriller",63.0,8.2,1109661,128.01
149,The Curious Case of Benjamin Button,2008,PG-13,421715,166,"Drama, Fantasy, Romance",70.0,7.8,580942,127.51
150,The Truman Show,1998,PG,120382,103,"Comedy, Drama, Sci-Fi",90.0,8.1,922423,125.62
151,Life of Pi,2012,PG,454876,127,"Adventure, Drama, Fantasy",79.0,7.9,574282,124.99
152,The Fault in Our Stars,2014,PG-13,2582846,126,"Drama, Romance",69.0,7.7,340019,124.87
153,Traffic,2000,R,181865,147,"Crime, Drama, Thriller",86.0,7.6,194230,124.12
154,The Hunt for Red October,1990,PG,99810,135,"Action, Adventure, Thriller",58.0,7.6,177719,122.01
155,The Bourne Identity,2002,PG-13,258463,119,"Action, Mystery, Thriller",68.0,7.9,502829,121.66
156,Mulan,1998,G,120762,88,"Animation, Adventure, Family",71.0,7.6,251802,120.62
157,Inglourious Basterds,2009,R,361748,153,"Adventure, Drama, War",69.0,8.3,1244541,120.54
158,Walk the Line,2005,PG-13,358273,136,"Biography, Drama, Music",72.0,7.8,231403,119.52
159,Blazing Saddles,1974,R,71230,93,"Comedy, Western",73.0,7.7,124590,119.50
160,On Golden Pond,1981,PG,82846,109,Drama,68.0,7.6,27277,119.29
161,Back to the Future Part II,1989,PG,96874,108,"Adventure, Comedy, Sci-Fi",57.0,7.8,474089,118.50
162,Ford v Ferrari,2019,PG-13,1950186,152,"Action, Biography, Drama",81.0,8.1,271323,117.62
163,Rocky,1976,PG,75148,120,"Drama, Sport",70.0,8.1,511129,117.24
164,The Wolf of Wall Street,2013,R,993846,180,"Biography, Crime, Drama",75.0,8.2,1157939,116.90
165,Remember the Titans,2000,PG,210945,113,"Biography, Drama, Sport",48.0,7.8,195831,115.65
166,District 9,2009,R,1136608,112,"Action, Sci-Fi, Thriller",81.0,7.9,633630,115.65
167,One Flew Over the Cuckoo's Nest,1975,R,73486,133,Drama,83.0,8.7,904785,112.00
168,Doctor Zhivago,1965,PG-13,59113,197,"Drama, Romance, War",69.0,8.0,68898,111.72
169,The Little Mermaid,1989,G,97757,83,"Animation, Family, Fantasy",88.0,7.6,234285,111.54
170,The Last Samurai,2003,R,325710,154,"Action, Drama",55.0,7.7,395551,111.11
171,Creed,2015,PG-13,3076658,133,"Drama, Sport",82.0,7.6,244118,109.77
172,Black Hawk Down,2001,R,265086,144,"Drama, History, War",74.0,7.7,360599,108.64
173,Little Women,2019,PG,3281548,135,"Drama, Romance",91.0,7.8,130707,108.10
174,Pulp Fiction,1994,R,110912,154,"Crime, Drama",94.0,8.9,1798865,107.93
175,Baby Driver,2017,R,3890160,113,"Action, Crime, Music",86.0,7.6,429395,107.83
176,Watchmen,2009,R,409459,162,"Action, Drama, Mystery",56.0,7.6,495738,107.51
177,Captain Phillips,2013,PG-13,1535109,134,"Adventure, Biography, Crime",82.0,7.8,415642,107.10
178,Black Swan,2010,R,947798,108,"Drama, Thriller",79.0,8.0,691226,106.95
179,Kramer vs. Kramer,1979,PG,79417,105,Drama,77.0,7.8,131334,106.26
180,The Graduate,1967,PG,61722,106,"Comedy, Drama, Romance",83.0,8.0,251433,104.95
181,Road to Perdition,2002,R,257044,117,"Crime, Drama, Thriller",72.0,7.7,243985,104.45
182,The Girl with the Dragon Tattoo,2011,R,1568346,158,"Crime, Drama, Mystery",71.0,7.8,415574,102.52
183,Butch Cassidy and the Sundance Kid,1969,PG,64115,110,"Biography, Crime, Drama",66.0,8.0,200244,102.31
184,Mary Poppins,1964,G,58331,139,"Comedy, Family, Fantasy",88.0,7.8,155699,102.27
185,Unforgiven,1992,R,105695,130,"Drama, Western",85.0,8.2,370965,101.16
186,Arrival,2016,PG-13,2543164,116,"Drama, Mystery, Sci-Fi",81.0,7.9,583164,100.55
187,Million Dollar Baby,2004,PG-13,405159,132,"Drama, Sport",86.0,8.1,628424,100.49
188,Edge of Tomorrow,2014,PG-13,1631867,113,"Action, Adventure, Sci-Fi",71.0,7.9,591641,100.21
189,Se7en,1995,R,114369,127,"Crime, Drama, Mystery",65.0,8.6,1419701,100.13
190,Die Hard with a Vengeance,1995,R,112864,128,"Action, Adventure, Thriller",58.0,7.6,359671,100.01
191,The Color Purple,1985,PG-13,88939,154,Drama,78.0,7.8,77286,98.47
192,The Social Network,2010,PG-13,1285016,120,"Biography, Drama",95.0,7.7,615489,96.96
193,Schindler's List,1993,R,108052,195,"Biography, Drama, History",94.0,8.9,1195709,96.90
194,The Others,2001,PG-13,230600,104,"Horror, Mystery, Thriller",74.0,7.6,333713,96.52
195,Dead Poets Society,1989,PG,97165,128,"Comedy, Drama",79.0,8.1,416594,95.86
196,The Ten Commandments,1956,G,49833,220,"Adventure, Drama",,7.9,62832,93.74
197,The Fighter,2010,R,964517,116,"Biography, Drama, Sport",79.0,7.8,336611,93.62
198,When Harry Met Sally...,1989,R,98635,95,"Comedy, Drama, Romance",76.0,7.6,192610,92.82
199,Blade Runner 2049,2017,R,1856101,164,"Action, Drama, Mystery",81.0,8.0,449733,92.05
200,The Imitation Game,2014,PG-13,2084970,114,"Biography, Drama, Thriller",73.0,8.0,674652,91.13
201,Mystic River,2003,R,327056,138,"Crime, Drama, Mystery",84.0,7.9,414583,90.14
202,Inside Man,2006,R,454848,129,"Crime, Drama, Mystery",76.0,7.6,334028,88.51
203,Young Frankenstein,1974,PG,72431,106,Comedy,80.0,8.0,141871,86.30
204,Aliens,1986,R,90605,137,"Action, Adventure, Sci-Fi",84.0,8.3,645311,85.16
205,Green Book,2018,PG-13,6966692,130,"Biography, Comedy, Drama",69.0,8.2,353732,85.08
206,Apocalypse Now,1979,R,78788,147,"Drama, Mystery, War",94.0,8.4,597642,83.47
207,Airplane!,1980,PG,80339,88,Comedy,78.0,7.7,211385,83.40
208,Brokeback Mountain,2005,R,388795,134,"Drama, Romance",87.0,7.7,319507,83.04
209,Die Hard,1988,R,95016,132,"Action, Thriller",72.0,8.2,774070,83.01
210,Fried Green Tomatoes,1991,PG-13,101921,130,Drama,64.0,7.7,66084,82.42
211,The Notebook,2004,PG-13,332280,123,"Drama, Romance",53.0,7.8,513127,81.00
212,Fiddler on the Roof,1971,G,67093,181,"Drama, Family, Musical",67.0,8.0,38779,80.50
213,Star Trek II: The Wrath of Khan,1982,PG,84726,113,"Action, Adventure, Sci-Fi",67.0,7.7,111577,78.91
214,Alien,1979,R,78748,117,"Horror, Sci-Fi",89.0,8.4,777267,78.90
215,The Naked Gun: From the Files of Police Squad!,1988,PG-13,95705,85,"Comedy, Crime",76.0,7.6,150354,78.76
216,Man on Fire,2004,R,328107,146,"Action, Crime, Drama",47.0,7.7,326030,77.91
217,Philadelphia,1993,PG-13,107818,125,Drama,66.0,7.7,221380,77.32
218,The Muppet Movie,1979,G,79588,95,"Adventure, Comedy, Family",74.0,7.6,32246,76.66
219,Training Day,2001,R,139654,122,"Crime, Drama, Thriller",69.0,7.7,384886,76.63
220,Fantasia,1940,G,32455,125,"Animation, Family, Fantasy",96.0,7.7,87515,76.41
221,The Untouchables,1987,R,94226,119,"Crime, Drama, Thriller",79.0,7.9,276705,76.27
222,Moneyball,2011,PG-13,1210166,133,"Biography, Drama, Sport",87.0,7.6,362161,75.61
223,Braveheart,1995,R,112573,178,"Biography, Drama, History",68.0,8.3,948691,75.60
224,Zombieland,2009,R,1156398,88,"Adventure, Comedy, Fantasy",73.0,7.6,514919,75.59
225,The Last of the Mohicans,1992,R,104691,112,"Action, Adventure, Drama",76.0,7.7,147022,75.51
226,Ray,2004,PG-13,350258,152,"Biography, Drama, Music",73.0,7.7,136988,75.33
227,Coraline,2009,PG,327597,100,"Animation, Drama, Family",80.0,7.7,194688,75.29
228,The Nightmare Before Christmas,1993,PG,107688,76,"Animation, Family, Fantasy",82.0,8.0,293236,75.08
229,Ben-Hur,1959,G,52618,212,"Adventure, Drama, History",90.0,8.1,216685,74.70
230,No Country for Old Men,2007,R,477348,122,"Crime, Drama, Thriller",91.0,8.1,841631,74.28
231,Sin City,2005,R,401792,124,"Crime, Thriller",74.0,8.0,735445,74.10
232,Bridge of Spies,2015,PG-13,3682448,142,"Drama, History, Thriller",81.0,7.6,283728,72.31
233,My Fair Lady,1964,G,58385,170,"Drama, Family, Musical",95.0,7.8,85436,72.00
234,The Bridges of Madison County,1995,PG-13,112579,135,"Drama, Romance",66.0,7.6,71992,71.52
235,Groundhog Day,1993,PG,107048,101,"Comedy, Fantasy, Romance",72.0,8.0,572776,70.91
236,All the President's Men,1976,PG,74119,138,"Biography, Drama, History",84.0,8.0,101046,70.60
237,V for Vendetta,2005,R,434409,132,"Action, Drama, Sci-Fi",62.0,8.2,1019599,70.51
238,JFK,1991,R,102138,189,"Drama, History, Thriller",72.0,8.0,140090,70.41
239,The Big Short,2015,R,1596363,130,"Biography, Comedy, Drama",81.0,7.8,354069,70.26
240,Ferris Bueller's Day Off,1986,PG-13,91042,103,Comedy,61.0,7.8,317613,70.14
241,Kill Bill: Vol. 1,2003,R,266697,111,"Action, Crime, Thriller",69.0,8.1,986837,70.10
242,Seven Pounds,2008,PG-13,814314,123,"Drama, Romance",36.0,7.6,284087,69.95
243,Heat,1995,R,113277,170,"Crime, Drama, Thriller",76.0,8.2,568188,67.44
244,Hacksaw Ridge,2016,R,2119532,139,"Biography, Drama, History",71.0,8.1,425393,67.21
245,The Godfather: Part III,1990,R,99674,162,"Crime, Drama",60.0,7.6,353531,66.67
246,Big Fish,2003,PG-13,319061,125,"Adventure, Drama, Fantasy",58.0,8.0,411455,66.26
247,Kill Bill: Vol. 2,2004,R,378194,137,"Action, Crime, Thriller",83.0,8.0,674869,66.21
